ENSMUSG00000028180	Zranb2
MGI:3644545	Gm5334
MGI:3644546	Gm6961
MGI:3644547	Gm6119
MGI:3526118	Ceat1
ENSMUSG00000102215	Gm2464
MGI:1206588	DXJti3
MGI:1206589	DXJti2
MGI:5592201	Gm33042
ENSMUSG00000040506	Ambra1
ENSMUSG00000040505	Abcg5
MGI:3710781	Fmtq9
MGI:1206581	Pik3ca
MGI:1206582	Cacng1
MGI:2388633	Cltc
MGI:3710782	Fmtq10
MGI:1206586	Bap1
MGI:1206587	Prl4a1
MGI:2443976	B930069K15Rik
MGI:3710783	Fmtq11
MGI:5434667	Gm21312
MGI:1924665	C030015E24Rik
ENSMUSG00000046909	Tefm
ENSMUSG00000046908	Ltb4r1
MGI:3651994	Gm13847
ENSMUSG00000061979	Wbscr16
MGI:3619367	Mir351
MGI:3801837	Gm16050
MGI:5579027	Gm28321
MGI:3801831	Gm15939
MGI:3801830	Gm15925
ENSMUSG00000041975	Mettl8
MGI:3710787	Fmtq15
MGI:3801839	Gm15958
MGI:5434533	Gm21178
ENSMUSG00000096822	Olfr344
ENSMUSG00000026554	Dcaf8
ENSMUSG00000026556	Vangl2
MGI:2685076	Taar8a
MGI:2442642	D130051D11Rik
ENSMUSG00000026553	Copa
MGI:2442862	Fcrl1
ENSMUSG00000099836	Gm29204
MGI:1920552	1700031M16Rik
MGI:1920553	Bcas1os2
MGI:1920550	1700031F05Rik
MGI:1920551	Ttc29
MGI:1920556	1700044C05Rik
MGI:1920557	1700046C09Rik
MGI:1920554	1700034J04Rik
MGI:1920555	1700038C09Rik
ENSMUSG00000098976	Mir6769b
MGI:5624584	Gm41699
MGI:1920559	Spanxn4
ENSMUSG00000098973	Mir6236
ENSMUSG00000098972	Mir8093
ENSMUSG00000085196	LOC105246847
MGI:5434270	Gm20914
MGI:5622429	Gm39544
MGI:2443013	Sorbs2os
MGI:5623912	Gm41027
ENSMUSG00000040713	Creg1
MGI:1196337	Brms1l
MGI:1196336	D16Wsu194e
ENSMUSG00000085257	Gm13264
MGI:1196334	Hyal2
ENSMUSG00000061977	Tas2r104
MGI:1196332	Arhgap6
MGI:3031201	Olfr1367
MGI:3031200	Olfr1366
ENSMUSG00000009995	Taz
MGI:3031202	Olfr1368
MGI:1922020	Hhatl
MGI:1922021	Rita1
MGI:1922022	Atp13a2
MGI:3031206	Olfr1372-ps1
MGI:3031209	Olfr1375
MGI:3031208	Olfr1374-ps1
MGI:3511311	Bmch6
MGI:1922028	Rrp7a
MGI:5434273	Gm20917
MGI:2442640	Cpeb2
ENSMUSG00000095837	Gm4141
MGI:101069	D13Mit266
MGI:101068	D13Mit267
MGI:101065	D13Mit270
MGI:101064	D14Mit179
MGI:101066	D13Mit269
ENSMUSG00000095839	Olfr965
ENSMUSG00000003665	Has1
MGI:5434989	Gm21634
MGI:5623019	Gm40134
MGI:5623018	Gm40133
ENSMUSG00000071793	2610005L07Rik
MGI:5623013	Gm40128
MGI:5623012	Gm40127
ENSMUSG00000097757	Gm17518
MGI:5623010	Gm40125
MGI:5434272	Gm20916
MGI:3649876	Gm12621
MGI:5623015	Gm40130
ENSMUSG00000101155	Sly
MGI:2158383	Sez2
MGI:2139077	AI849538
MGI:5622422	Gm39537
ENSMUSG00000098353	Mir7057
ENSMUSG00000061536	Sec22c
ENSMUSG00000061535	C1qtnf7
ENSMUSG00000061533	Cep128
ENSMUSG00000061531	Tmem236
ENSMUSG00000005553	Atp4a
MGI:5622427	Gm39542
ENSMUSG00000065449	Mir365-1
MGI:1100494	Ercc6
ENSMUSG00000065447	Mir302d
ENSMUSG00000065446	Mir139
ENSMUSG00000065445	Mir143
ENSMUSG00000065444	Mir27a
ENSMUSG00000065443	Mir196b
MGI:1919154	Paqr7
ENSMUSG00000065441	Mir128-2
ENSMUSG00000065440	Mirlet7g
MGI:3840138	Gm16342
MGI:1919855	Car10
MGI:3779932	Gm9523
MGI:3783190	Rpl31-ps6
MGI:1919153	Ces2f
MGI:3648319	Gm6394
MGI:3648318	Gm9220
MGI:1919150	Tmem106b
MGI:3647168	Gm9001
MGI:3648311	Vmn2r75
MGI:2685073	Taar5
MGI:3647165	Gm8996
MGI:1919151	Fam219a
MGI:3695443	Vmn2r52
MGI:3648314	Gm7072
MGI:3647161	Mup-ps6
MGI:3648316	Cyp2a22
MGI:3588304	Adam26b
MGI:5595766	Gm36607
MGI:5592447	Gm33288
ENSMUSG00000087469	Gm16142
ENSMUSG00000002043	Trappc6a
MGI:5531106	Mir6963
MGI:3649873	Gm11255
MGI:1923772	Lsm8
MGI:1923777	Il34
ENSMUSG00000046016	Olfr1364
MGI:3779930	Gm9521
ENSMUSG00000016349	Eef1a2
MGI:5009943	Gm17779
ENSMUSG00000042203	Tbc1d22b
MGI:3040641	D6Wum25
ENSMUSG00000016346	Kcnq2
ENSMUSG00000045252	Zfp574
ENSMUSG00000016344	Ppdpf
MGI:5580204	Gm29498
MGI:2685357	Layn
MGI:5580200	Gm29494
MGI:2685071	Taar2
MGI:5011491	Gm19306
MGI:5591185	Gm32026
MGI:5591184	Gm32025
MGI:5591187	Gm32028
MGI:3040642	D6Wum31
MGI:98609	Trbv13-1
MGI:5580209	Gm29503
MGI:5591183	Gm32024
ENSMUSG00000081378	Rps13-ps4
MGI:3646780	Gm4939
MGI:3649939	Gm14333
MGI:3646782	Vmn1r-ps32
ENSMUSG00000030064	Frmd4b
MGI:5010668	Gm18483
MGI:5010669	Gm18484
MGI:3646786	Gm6550
MGI:3646787	Gm5427
MGI:3646788	Gm5426
MGI:3646789	Gm6518
MGI:5010666	Gm18481
ENSMUSG00000045257	Morn2
MGI:2387184	Mboat1
MGI:5010661	Gm18476
MGI:5010662	Gm18477
ENSMUSG00000030062	Rpn1
MGI:1924093	Dtl
MGI:101932	Cpe
MGI:101931	Slc1a2
MGI:101930	Fabp3-rs2
MGI:101937	Pkib
MGI:1924096	Rps9
MGI:101935	Snrpe-ps2
MGI:101934	Tfdp1
MGI:5622993	Gm40108
MGI:101939	Hmgcs2
MGI:101938	Mlh1
MGI:2444182	D930014O13Rik
MGI:3650291	Gm11469
MGI:3647789	Rpl6l
MGI:3647788	Gm6994
ENSMUSG00000052160	Pld4
MGI:1096869	Cdc42l1
MGI:3647783	Gm8381
MGI:3647781	Gm9317
ENSMUSG00000107667	C530044C16Rik
MGI:3647787	Vmn2r106
MGI:3647786	Vmn2r102
ENSMUSG00000107662	Olfr772
MGI:3647784	Igkv9-120
MGI:100084	D9Mit239
MGI:3616450	Cypt9
MGI:3643099	Gm7783
ENSMUSG00000078129	Actl10
MGI:3782077	Gm3905
MGI:100081	D9Mit242
MGI:1891207	Prosc
MGI:3647603	Gm7882
MGI:1891209	Efemp2
ENSMUSG00000095302	Ssty2
ENSMUSG00000095301	Olfr476
MGI:3643090	Gm4829
MGI:5595762	Gm36603
ENSMUSG00000078127	Fam170b
MGI:5591459	Gm32300
MGI:3643094	Gm6942
MGI:103575	Skp1a
MGI:103574	Amph
MGI:103577	Hand1
MGI:103576	Ccl11
MGI:103570	Cd79bl
MGI:103573	Cebpd
MGI:103572	Cebpe
ENSMUSG00000040632	Nrl
MGI:103579	Madcam1
MGI:103578	Rap1a-ps3
MGI:5590130	Gm30971
MGI:5625164	Gm42279
MGI:1916435	Dtwd1
MGI:1916436	Tmem256
MGI:1916437	Erp27
MGI:3641789	Gm9772
MGI:97212	Mtv43
ENSMUSG00000099486	Olfr1228
MGI:1916433	C1qtnf2
MGI:3641784	Gm10024
ENSMUSG00000017561	Crlf3
MGI:1916439	Mcemp1
MGI:3641783	Gm10723
MGI:3782074	Gm3902
MGI:3033197	Mrgprc4-ps
MGI:2444589	Slc26a11
MGI:894324	Stra13
MGI:3033193	Mrgprb13
MGI:3033192	Mrgprb12-ps
MGI:3642939	Gm5173
MGI:1096864	D6Uwa4
ENSMUSG00000032436	Cmtm7
MGI:3643329	Gm8181
MGI:3582981	Cia37
MGI:1889385	Crebl2
MGI:3643324	Stk-ps2
MGI:2668916	Tbbmd3
MGI:3643326	Gm8180
MGI:1889381	D6Mgi34
MGI:2145523	C85163
MGI:1889383	Ap1s2
MGI:3643322	Gm5248
MGI:3033189	Mrgprb11-ps
MGI:3704271	Gm9769
ENSMUSG00000019254	Ppp1r12c
ENSMUSG00000019256	Ahr
MGI:1347467	Foxd4
MGI:1347466	Foxc1
MGI:1347465	Foxh1
MGI:1347464	Foxg1
MGI:1347463	Foxd1
MGI:3649904	Gm12773
ENSMUSG00000095081	Gm8693
MGI:2668917	Tbbmd4
ENSMUSG00000096761	Gm5726
MGI:3036611	Lvic3
MGI:2664089	Vent1
MGI:3643770	Gm8796
MGI:1347469	Foxl1
MGI:1347468	Foxb2
MGI:1925322	5930435M05Rik
MGI:1925323	6720468P15Rik
MGI:1925320	6530437J22Rik
MGI:1925321	5330429C05Rik
MGI:5530760	Mir7221
MGI:3704277	Gm10693
MGI:1925324	6720484C15Rik
MGI:3802118	Mup-ps13
ENSMUSG00000079293	Clec7a
MGI:3802116	Lrrc8dos
MGI:1925328	9230108I15Rik
MGI:1925329	9130219B18Rik
MGI:5530768	Mir7078
ENSMUSG00000044787	Spata32
MGI:3802111	Gm16021
MGI:3643777	Gm4861
MGI:2181407	Trpv3
MGI:5434337	Gm20982
ENSMUSG00000061666	Gdpd1
MGI:1889651	Eid1
MGI:2686228	Ephx4
MGI:5622744	Gm39859
MGI:5621843	Gm38958
ENSMUSG00000067156	Gm7337
MGI:3643591	Gm8212
MGI:89669	D13Mit131
MGI:89668	D13Mit130
ENSMUSG00000067150	Xpo5
MGI:89665	D13Mit128
MGI:89664	D8Mit1003
MGI:89667	D13Mit13
MGI:89666	D13Mit129
MGI:89663	D13Mit126
MGI:89662	D13Mit125
ENSMUSG00000019782	Rwdd1
MGI:3644357	Gm7064
MGI:1915168	Epsti1
ENSMUSG00000019787	Trdn
ENSMUSG00000019785	Clvs2
MGI:1915162	1600012H06Rik
MGI:1915161	Zfp169
MGI:1915160	Rubcn
MGI:1915167	Zcchc3
MGI:1915166	Plpp3
MGI:5595002	Gm35843
MGI:1915164	Coq9
MGI:107052	D1Mit541
MGI:1927848	Slc5a4a
ENSMUSG00000024168	Tmem204
MGI:5621358	Gm38473
ENSMUSG00000067578	Cbln4
MGI:1928899	Tacc2
MGI:1928898	Usp14
MGI:1928897	Piwil1
MGI:1928896	Arpc1a
MGI:1928895	Isg20
MGI:93373	D5Mit72
MGI:1928893	Sec1
MGI:93376	D5Mit75
MGI:3587073	Htas6
MGI:3779939	Gm9530
ENSMUSG00000028637	Ccdc30
MGI:1916114	Lgalsl
MGI:5622960	Gm40075
ENSMUSG00000028636	Ppcs
MGI:5595003	Gm35844
MGI:1861600	Tulp2
ENSMUSG00000065944	Rnu2-10
MGI:2681256	Tas2r120
ENSMUSG00000025202	Scd3
MGI:5595595	Gm36436
ENSMUSG00000054958	Nt5c1a
MGI:3702467	Sp140
ENSMUSG00000028633	Ctps
MGI:2159675	Vmn1r220
MGI:3709048	Gm15315
ENSMUSG00000054951	9130008F23Rik
MGI:1861607	Gbf1
MGI:3650710	Gm11509
MGI:3650711	Gm11510
MGI:894648	Carg1
MGI:894649	Ppfibp2
MGI:3650716	Gm12539
MGI:894644	Cacnb2
MGI:894645	Pick1
MGI:894646	Hlcs
MGI:894647	Carg2
MGI:5477297	Gm26803
MGI:2149696	Skull14
MGI:3030758	Olfr924
MGI:3030759	Olfr925-ps1
MGI:5595505	Gm36346
ENSMUSG00000041378	Cldn5
MGI:5624892	Gm42007
MGI:5624893	Gm42008
MGI:5624890	Gm42005
MGI:3026921	Kank4os
MGI:3030750	Olfr916
MGI:3030751	Olfr917
MGI:3030752	Olfr918
MGI:2149694	Skull12
ENSMUSG00000041377	Ninj2
MGI:3030755	Olfr921
ENSMUSG00000041375	Ccdc9
MGI:3030757	Olfr923
ENSMUSG00000050028	Olfr745
MGI:3026923	A1300008O04Rik
ENSMUSG00000000374	Trappc10
MGI:3781349	Gm3170
ENSMUSG00000000378	Ccm2
MGI:2384394	B3gnt7
MGI:5623938	Gm41053
MGI:5611393	Gm38165
MGI:2141885	AI255212
MGI:3647902	Gm5605
MGI:2141881	Ino80e
MGI:4950397	Mir3962
MGI:4950394	Mir3960
MGI:3026927	D330045E12Rik
MGI:4950392	Mir3572
MGI:4950393	Mir378b
MGI:1915353	8030451A03Rik
ENSMUSG00000098279	Mir6908
MGI:3781346	Rpl35a-ps7
MGI:5595006	Gm35847
MGI:3026929	D230007G03Rik
ENSMUSG00000094825	Gm3194
MGI:5623173	Gm40288
ENSMUSG00000098522	Mir6412
ENSMUSG00000094822	Olfr243
ENSMUSG00000085412	Halr1
MGI:2685946	Brsk1
MGI:4414054	n-TTagt7
MGI:5595962	Gm36803
MGI:5594351	Gm35192
MGI:1923417	Snrnp35
ENSMUSG00000022002	Erich6b
ENSMUSG00000022003	Slc25a30
ENSMUSG00000022000	Zc3h13
MGI:99035	Xmmv62
MGI:99034	Xmmv60
MGI:99037	Xmmv64
MGI:99036	Xmmv63
MGI:99031	Xmmv57
MGI:99030	Xmmv56
ENSMUSG00000022008	Gpalpp1
ENSMUSG00000022009	Nufip1
ENSMUSG00000055602	Tcp10b
MGI:3036240	Zfp939
MGI:98788	Top1
MGI:98789	Top1-ps2
MGI:98784	Tnp1
MGI:98785	Tnp2
MGI:98786	Cat5
MGI:98787	Tol1
MGI:98780	Tnnc2
MGI:1321069	Ms88
MGI:98783	Tnni3
ENSMUSG00000020538	Srebf1
MGI:90550	D16Mit77
MGI:5595008	Gm35849
MGI:90552	D16Mit79
ENSMUSG00000025938	Slco5a1
MGI:5592510	Gm33351
MGI:5477293	Gm26799
ENSMUSG00000099207	Gm10637
ENSMUSG00000020530	Ggnbp2
MGI:90558	D16Mit84
ENSMUSG00000020532	Acaca
MGI:3045275	B930049P21Rik
ENSMUSG00000020536	Llgl1
ENSMUSG00000020537	Drg2
ENSMUSG00000091813	Ces2h
MGI:88216	Btk
ENSMUSG00000091811	Inafm1
MGI:3045274	Sowahd
ENSMUSG00000056553	Ptprn2
MGI:3036246	Hfm1
MGI:88210	Bsp
MGI:3045273	9030223M17Rik
MGI:3583577	Bomd5
MGI:88218	Commd3
MGI:106015	Cox7a2l
MGI:99782	Nt5e
MGI:99781	Kdm5c
MGI:99780	Kdm5d
MGI:106011	St8sia1
MGI:99786	l4Rn1
MGI:106013	Slc16a1
MGI:106012	Tagln
MGI:99789	Iapt6
MGI:99788	Iapt8
MGI:106019	St8sia3
MGI:106018	St8sia4
MGI:5434238	Gm20882
MGI:5621787	Gm38902
MGI:1925713	1700065F09Rik
MGI:5595392	Gm36233
MGI:1201388	Ftl1-rs10
ENSMUSG00000057604	Lmcd1
MGI:5596041	Gm36882
ENSMUSG00000057606	Colq
MGI:1925711	1700062A02Rik
MGI:5621949	Gm39064
MGI:5621948	Gm39063
MGI:5621947	Gm39062
MGI:5621946	Gm39061
MGI:5621945	Gm39060
MGI:1925710	1700057H15Rik
MGI:5621943	Gm39058
ENSMUSG00000057609	Lce1a1
MGI:5621941	Gm39056
ENSMUSG00000099031	Mir7240
MGI:5596056	Gm36897
MGI:5589945	Gm30786
ENSMUSG00000028729	Ebna1bp2
ENSMUSG00000073878	Gm13304
MGI:3639039	Defa22
MGI:5596044	Gm36885
MGI:3709298	Gm14326
MGI:5622267	Gm39382
MGI:2147914	Nxt2
ENSMUSG00000095376	Gm22109
ENSMUSG00000052075	1700029F12Rik
MGI:5592412	Gm33253
MGI:1932038	Btnl6
ENSMUSG00000099030	Mir6394
MGI:108027	Ptprv
ENSMUSG00000039103	Nexn
ENSMUSG00000052387	Trpm3
ENSMUSG00000052384	Nrros
ENSMUSG00000039100	March6
ENSMUSG00000052382	Rnase9
ENSMUSG00000039106	Htr5a
ENSMUSG00000039105	Atp6v1g1
MGI:5595539	Gm36380
MGI:3781340	Gm3161
MGI:5592205	Gm33046
ENSMUSG00000039109	F13a1
ENSMUSG00000039108	Lsm14b
ENSMUSG00000023845	Lnpep
MGI:5592970	Gm33811
MGI:3052471	Slc2a12
MGI:4937916	Gm17089
ENSMUSG00000035864	Syt1
MGI:5592699	Gm33540
ENSMUSG00000035860	Cdhr3
MGI:108028	Atr
ENSMUSG00000035863	Palm
MGI:87955	ag
MGI:87954	Aft
MGI:2139860	AU015247
MGI:87951	Afp
MGI:1917285	Rab28
MGI:1917286	Dancr
ENSMUSG00000028098	Rnf115
MGI:3038904	Cia26
ENSMUSG00000028093	Acp6
MGI:87958	Agp1
MGI:3781871	Gm3695
MGI:3781872	Gm3696
MGI:3781875	Gm3699
MGI:5531408	Mir6363
MGI:3709042	Gm15308
MGI:3781878	Gm3702
MGI:2443999	Pde8b
MGI:103109	Pafah1b1-ps2
MGI:5531403	Mir6385
MGI:5588890	Gm29731
MGI:5592630	Gm33471
MGI:1926169	Fndc8
MGI:4366520	Iigp1b
ENSMUSG00000021725	Parp8
MGI:2138406	AU014756
MGI:2680905	Aaom1
ENSMUSG00000073377	AU016765
ENSMUSG00000021721	Htr1a
MGI:5531299	Mir8099-1
MGI:5621362	Gm38477
MGI:5621361	Gm38476
MGI:2138409	AU015232
MGI:5621367	Gm38482
MGI:2153340	Rnf34
ENSMUSG00000021728	Emb
MGI:2147913	Igsf1
ENSMUSG00000013091	Tmem190
MGI:2443995	B130011K05Rik
ENSMUSG00000071291	Zfp58
ENSMUSG00000045994	B3gat1
MGI:3780473	Gm2302
MGI:3780472	Tbx3os1
MGI:5624708	Gm41823
MGI:2668191	D17Jcs48
MGI:5624706	Gm41821
MGI:103904	Rb(6.15)1Ald
MGI:5624704	Gm41819
ENSMUSG00000104740	Mir6516
MGI:5624702	Gm41817
ENSMUSG00000079509	Zfx
MGI:3780479	Gm2308
ENSMUSG00000028948	Nol9
ENSMUSG00000079508	Apoo
ENSMUSG00000053389	Tas2r107
ENSMUSG00000053388	Trim50
MGI:99197	Zbtb25
MGI:2668194	D17Jcs38
MGI:5590354	Gm31195
ENSMUSG00000106278	Mir3970
MGI:2668195	D17Jcs60
MGI:1890619	Gan
MGI:103908	Rb(6.18)2Dn
ENSMUSG00000021365	Nedd9
MGI:1916889	Exosc8
MGI:1916888	Enho
MGI:1926160	Asb15
MGI:1916885	Dapk1
MGI:1916884	Clybl
MGI:1890613	Pes1
MGI:2668197	D17Jcs77
MGI:1916881	Plet1os
MGI:1890614	Dusp12
MGI:1890616	Scube1
ENSMUSG00000073375	Lrrc30
MGI:1926162	Sp2
MGI:3645039	Gm8521
MGI:3645038	Gm8520
MGI:3645037	Gm10416
MGI:3645036	Gm8518
MGI:3645035	Gm8522
MGI:3645033	Gm7849
MGI:2154197	Moo1
MGI:1926164	Nadsyn1
ENSMUSG00000068699	Flnc
MGI:5592417	Gm33258
ENSMUSG00000052920	Prkg1
ENSMUSG00000052921	Arhgef15
ENSMUSG00000052926	Rnaseh2a
MGI:892979	Chm
MGI:3581225	AB193402
MGI:5625251	Gm42366
MGI:892976	Etet1
MGI:892977	Slc26a2
MGI:892970	Mal
ENSMUSG00000068697	Myoz1
ENSMUSG00000068696	Gpr88
MGI:94663	D9Mit154
ENSMUSG00000091816	Gm17141
MGI:94661	D9Mit152
MGI:94660	D9Mit151
MGI:2684974	Gm128
MGI:94666	D9Mit157
MGI:98389	Spp1
ENSMUSG00000101976	Olfr998
ENSMUSG00000084880	Tomm6os
MGI:5624183	Gm41298
MGI:3780023	Gm9615
MGI:5625229	Gm42344
MGI:1921600	4632428C04Rik
ENSMUSG00000021368	Tbc1d7
MGI:2386708	Tshp16
ENSMUSG00000053030	Spink2
MGI:2444933	Zfp605
MGI:2386707	Tshp15
MGI:2386705	Tshp13
MGI:2386702	Tshp12
MGI:2386700	Tshp10
MGI:2386701	Tshp11
MGI:3649200	Gm12186
ENSMUSG00000022821	Hgd
ENSMUSG00000022822	Abcc5
MGI:3645782	Gm9405
ENSMUSG00000022824	Muc13
MGI:2145995	Amigo2
MGI:3645787	Gm4994
ENSMUSG00000022827	Rabl3
ENSMUSG00000022828	Gtf2e1
ENSMUSG00000071749	4933412E24Rik
ENSMUSG00000079479	Gm9112
MGI:90994	D17Tu53A
ENSMUSG00000032846	Zswim6
ENSMUSG00000032845	Alpk2
MGI:5010348	Gm18163
ENSMUSG00000032842	Abcc10
ENSMUSG00000032841	Prr5l
ENSMUSG00000086080	1700123O12Rik
MGI:3780109	Gm9702
MGI:3779884	Gm9474
MGI:3779885	Gm9476
MGI:3779882	Gm9472
MGI:2148991	Yaa4
ENSMUSG00000032849	Abcc4
MGI:3650878	Gm13668
MGI:5594361	Gm35202
MGI:2148990	Yaa3
MGI:1920778	1700081N11Rik
MGI:3781262	Gm3086
MGI:3606214	Lpcat2
MGI:92840	D4Mit209
MGI:92843	D4Mit211
MGI:92847	D4Mit215
MGI:92846	D4Mit214
ENSMUSG00000020097	Sgpl1
ENSMUSG00000020096	Tbata
MGI:5624275	Gm41390
MGI:5579046	Gm28340
ENSMUSG00000020092	Pald1
ENSMUSG00000020091	Eif4ebp2
ENSMUSG00000047363	Cstad
MGI:5594403	Gm35244
MGI:1923072	4930524C18Rik
MGI:98387	Sptb
MGI:1918207	Stamos
ENSMUSG00000020099	Unc5b
ENSMUSG00000020098	Pcbd1
MGI:5593727	Gm34568
ENSMUSG00000021458	2010111I01Rik
MGI:5593725	Gm34566
ENSMUSG00000047361	Gm973
MGI:3781265	Gm3089
MGI:5593722	Gm34563
MGI:5593721	Gm34562
ENSMUSG00000073979	Olfr547
MGI:3029248	Chol11
ENSMUSG00000079477	Rab7
MGI:1309463	Hspa13
MGI:5593729	Gm34570
MGI:1920773	Pebp4
MGI:1321113	Ms69
MGI:1321112	Ms77
MGI:1321111	Ms74
MGI:1321110	Ms75
MGI:1321117	Ms63
MGI:1321116	Ms62
MGI:1321115	Ms73
MGI:1321114	Ms71
MGI:3644786	Gm15229
MGI:1321119	Aurkc
MGI:1321118	Ms60
MGI:3644782	Trav7n-5
ENSMUSG00000072244	Trim6
MGI:3644780	Gm8742
MGI:5591917	Gm32758
MGI:3782031	Gm3859
ENSMUSG00000030996	Art1
MGI:3781264	Gm3088
ENSMUSG00000030994	D7Ertd443e
MGI:3782035	Gm3863
MGI:2138552	AW050000
MGI:3782037	Trav4d-3
ENSMUSG00000079476	1700011M02Rik
MGI:5591915	Gm32756
ENSMUSG00000054568	Usp17la
MGI:5623983	Gm41098
MGI:5625250	Gm42365
MGI:97312	Nfkb1
MGI:97313	Nefl
MGI:3645663	Gm5292
MGI:97311	Nfix
MGI:97316	Nfya
MGI:97317	Nfyb
MGI:97314	Nefm
ENSMUSG00000027378	Nphp1
ENSMUSG00000004110	Cacna1e
ENSMUSG00000027376	Prom2
ENSMUSG00000027375	Mal
ENSMUSG00000004113	Cacna1b
ENSMUSG00000048312	Gm4884
MGI:3780563	Gm2395
ENSMUSG00000027371	Fahd2a
MGI:107426	Il11ra1
ENSMUSG00000033715	Akr1c14
ENSMUSG00000033717	Adra2a
ENSMUSG00000096405	4930474N05Rik
ENSMUSG00000062737	Prl3d2
MGI:1932037	Btnl5-ps
ENSMUSG00000096406	Rn5s
ENSMUSG00000096409	Olfr890
ENSMUSG00000046718	Bst2
MGI:5622996	Gm40111
MGI:3618339	Fcrl6
MGI:3780564	Gm2396
MGI:2144647	C78763
MGI:2144646	C78671
MGI:5624073	Gm41188
MGI:1923075	4930537H20Rik
ENSMUSG00000073976	1700026J12Rik
MGI:2146030	Slc2a13
MGI:5622704	Gm39819
MGI:5622705	Gm39820
MGI:5622706	Gm39821
ENSMUSG00000073977	Olfr549
MGI:3702655	Gm13001
MGI:3512925	Fmgty8
MGI:2144649	C79015
MGI:2144648	C78891
MGI:2150996	Dautb2
MGI:2150997	Cocrb8
ENSMUSG00000037419	Endod1
ENSMUSG00000037418	Best1
MGI:2150992	Cocrb6
MGI:2150993	Drb1
MGI:2150991	Cocrb5
MGI:2685731	Milr1
MGI:96315	Iapls1-12
ENSMUSG00000037411	Serpine1
ENSMUSG00000037410	Tbc1d2b
MGI:2685735	Lsmem1
ENSMUSG00000037416	Dmxl1
ENSMUSG00000037415	Ranbp10
MGI:2147595	Carns1
MGI:3512165	Estoq4
MGI:5624078	Gm41193
MGI:1338946	Acvrl1
MGI:1338947	S100a9
MGI:1338944	Acvr1b
MGI:5624079	Gm41194
MGI:5636487	Halr1os1
MGI:96316	Iapls1-13
ENSMUSG00000099236	Mir668
MGI:5012510	Gm20325
MGI:5579521	Gm28815
MGI:3802069	Gm16017
ENSMUSG00000027959	Sass6
MGI:2181687	Nlk-ps1
MGI:103104	Ms13-24
ENSMUSG00000073598	1700066B19Rik
ENSMUSG00000073599	Ecscr
ENSMUSG00000027953	Slc50a1
ENSMUSG00000027952	Pmvk
ENSMUSG00000027951	Adar
ENSMUSG00000027950	Chrnb2
ENSMUSG00000027957	Slc35a3
ENSMUSG00000027956	Tmem144
ENSMUSG00000027955	Fam198b
ENSMUSG00000027954	Efna1
MGI:109638	Clns1a
MGI:2143033	AI414108
MGI:3028594	Zfp422-ps
ENSMUSG00000091455	Otogl
MGI:3028590	Mei1
MGI:3782695	Gm4510
ENSMUSG00000036814	Slc6a20a
MGI:109632	Rax
MGI:109633	Zfp91-rs1
ENSMUSG00000031712	Il15
MGI:109635	Wrn
ENSMUSG00000031710	Ucp1
MGI:109637	Erf
ENSMUSG00000003469	Phyhip
MGI:2443667	March3
MGI:103105	Ms13-12
ENSMUSG00000026028	Trak2
ENSMUSG00000026029	Casp8
ENSMUSG00000023018	Smarcd1
ENSMUSG00000023019	Gpd1
ENSMUSG00000026024	Als2
ENSMUSG00000023017	Asic1
MGI:5594975	Gm35816
ENSMUSG00000023015	Racgap1
ENSMUSG00000026020	Nop58
ENSMUSG00000026021	Sumo1
MGI:1923078	Hormad2
ENSMUSG00000023011	Faim2
MGI:2135962	Gorasp2
MGI:2450270	D130020L05Rik
MGI:2135960	Slc12a6
MGI:2443664	Rreb1
MGI:2135965	Frs3
MGI:5624283	Gm41398
MGI:2443663	D130009I18Rik
MGI:5621904	Gm39019
MGI:5624280	Gm41395
MGI:5624287	Gm41402
MGI:5624286	Gm41401
MGI:5624285	Gm41400
MGI:5594285	Gm35126
MGI:3779483	Gm5281
ENSMUSG00000035172	Plekhh3
MGI:5622992	Gm40107
ENSMUSG00000090949	Vmn2r77
MGI:1922558	4930557B21Rik
MGI:1922559	4930565D16Rik
MGI:5595378	Gm36219
MGI:5595379	Gm36220
MGI:1922554	4930563E22Rik
MGI:92416	D3Mit147
ENSMUSG00000034292	Traf3ip1
ENSMUSG00000000171	Sdhd
MGI:1922550	4930548F15Rik
MGI:1922551	4930556N09Rik
MGI:1922552	Asxl2
MGI:99441	Ckmt1
MGI:3782967	Gm15520
MGI:2681834	Efcab12
MGI:3782965	Gm15519
MGI:3782964	Gm15517
MGI:1926249	Car5b
MGI:1924333	3010023C09Rik
ENSMUSG00000073627	C130036L24Rik
MGI:1926245	Ube2j1
MGI:5622875	Gm39990
MGI:2156540	Gphb5
MGI:3782969	Gm15522
MGI:3782968	Gm15521
MGI:2686558	D830035M03Rik
MGI:1933144	BC002245
ENSMUSG00000105299	Gm33847
MGI:1933146	Wbscr27
MGI:1933141	Smim12
ENSMUSG00000026271	Gpr35
MGI:3642648	Gm10652
MGI:3819177	Gm9696
MGI:5622684	Gm39799
MGI:1933149	Birc5l
MGI:1933148	Abtb1
ENSMUSG00000060441	Trim5
MGI:4413861	n-TEttc8
MGI:2443669	A630084N20Rik
ENSMUSG00000073236	2500004C02Rik
MGI:5531270	Mir7083
ENSMUSG00000042410	Agps
MGI:2143698	Vezt
MGI:2680906	Aevm1
ENSMUSG00000038605	Samd10
ENSMUSG00000046259	Sprr2h
ENSMUSG00000046258	Adam29
