14QII26	SNORD114-26,SNORD114-26
DDIT2	GADD45G,GADD45G
DDIT3	DDIT3
DDIT4	DDIT4
RN7SL645P	RN7SL645P
RNU6780P	RNU6-780P
RIIAD1	RIIAD1
NMTC5	HABP2,HABP2
20ALPHAHSD	AKR1C1,C9,AKR1C1
NMTC1	NKX2-1,NKX2-1,TTF1,TTF1,NKX2-1
NMTC2	SRGAP1,SRGAP1
HBRSTL1	SULT4A1,SULT4A1
PPPDE1	DESI2,DESI1,DESI2,DESI2
PACAPR	ADCYAP1R1,ADCYAP1R1
ZH2C2	GIN1,GIN1,GIN1
PPPDE2	DESI1,DESI2,DESI1,DESI1
PNUTL3	SEPT1,SEPT2
CPSASE1	CPS1,CPS1
PNUTL1	SEPT5,SEPT5
GTRHP	KRTAP19-3,KRTAP19-3
PCDH42	PCDH1,PCDH1
PNUTL4	SEPT9,NAPB,SEPT9
GOLGA8T	GOLGA8T
OR5R1	OR5R1
OSTA	SLC51A,SLC51A
GOLGA8Q	GOLGA8Q
GOLGA8S	GOLGA8S
GOLGA8R	GOLGA8R
GOLGA8M	GOLGA8M
GOLGA8O	GOLGA8O
GOLGA8N	GOLGA8N
GOLGA8I	GOLGA8I
GOLGA8H	GOLGA8H
GOLGA8K	GOLGA8K
HYAL2	HYAL2
9130403P13RIK	MANSC1,MANSC1
GOLGA8G	GOLGA8G
GOLGA8F	GOLGA8F
GOLGA8A	GOLGA8A
SPP382	TFIP11,TFIP11
HYDM2	KHDC3L,KHDC3L
ARG147	DHX40,DHX40
VMCKD	CRB2,CRB2
RSPH10B	RSPH10B
GPX5P	GPX6,GPX6,GPX6
LETKI	SPINK5,SPINK5
CT45A1	CT45A1
PTPMT1	PTPMT1
CT45A2	CT45A2
PP3111	DUS1L,DUS1L
CT45A4	CT45A4
GCT2	GOLT1B,GOT1,GOLT1B
CT45A6	CT45A6
FTCDNL1	FTCDNL1
TCRBV21S3A2N2T	TRBV11-2,TRBV11-2,TRBV11-2
BNPI	SLC17A7,SLC17A7
RL4	RAET1E,RAET1E
RN7SL326P	RN7SL326P
RNM561	IFIT1,IFIT1,IFIT1
ATP5C1	ATP5C1
D11S4365	ACRV1,ACRV1
MIR639	MIR639
MIR638	MIR638
SIZ2	PIAS2,PIAS2
MIR634	MIR634
MIR637	MIR637
MIR636	MIR636
MIR631	MIR631
MIR630	MIR630
MIR633	MIR633
DAGK	DGKA,DGKQ
LINC00320	LINC00320
NPC2	NPC2
NPC1	NPC1
LINC00323	LINC00323
LINC00324	LINC00324
LINC00326	LINC00326
LINC00327	LINC00327
NRAGE	MAGED1,MAGED1
OR11H12	OR11H12
BHLHA13	ATOH7,ATOH7
ZETA1COP	COPZ1,COPZ1
BHLHA17	TAL1,TAL1,TAL1
ABHS	MPLKIP,MPLKIP
BHLHA15	BHLHA15
BHLHA14	ATOH1,ATOH1
BHLHA18	LYL1,LYL1
H2B2	HIST1H2BO,HIST1H2BO
TCRBV13S2A1T	TRBV6-2,TRBV6-2,TRBV6-2
RN7SL688P	RN7SL688P
SPF31	DNAJC8,DNAJC8
SIZN	ZCCHC12,ZCCHC12
DAG1	DAG1
DPIII	JUP,JUP
SPF30	SMNDC1,SMNDC1
MNPEP	METAP2,MAP2,METAP2
ETHE1	ETHE1
HPAST1	EHD1,EHD1
HIST1H3C	HIST1H3C
DXS270	DMD,DMD
DNCLC1	DYNLL1,DLC1,DYNLL1
DXS272	DMD,DMD
MAN6A8	MAN2C1,MAN2C1
BA455B22	ACBD7,ACBD7
UBXD5	UBXN11,COA1,UBXN11
HIST1H3A	HIST1H3A
DJ108K113	KCTD20,KCTD20
TAF2C2	PAPPA-AS1,TAF4B
SP75	SPAG1,SPAG1
KDM1A	KDM1A
KDM1B	KDM1B
TXNRD3NT1	TXNRD3NB,TXNRD3NB
HIST1H3D	HIST1H3D
VTS20631	LGR6,LGR6
MIRN1197	MIR1197,MIR1197,MIR1197
U721	RNU7-21P,RNU7-21P
S25	RPS25,RPS25
ZSCAN5DP	ZSCAN5D,ZSCAN5D
SLC36A2	SLC36A2
RHOGAP6	ARHGAP6,ARHGAP6
OR1S1	OR1S1
RHOGAP4	ARHGAP4,ARHGAP4
RHOGAP5	ARHGAP5,ARHGAP5
RHOGAP2	ARHGAP22,CHN1
RHOGAP3	CHN2,CHN2
RHOGAP1	ARHGAP1,ARHGAP1
MACROD2AS1	MACROD2-AS1
HIST1H3H	HIST1H3H
MOBK1B	MOB1A,MOB1A
FCER1G	FCER1G
HIST1H3I	HIST1H3I
FCER1A	FCER1A
BTG2	BTG2
BTG1	BTG1
FCER1B	MS4A2,MS4A1,MS4A2
MSTP007	INPP5F,INPP5F
MSTP006	PGM2,PGM2
MSTP005	EIF3L,EIF3L
MSTP004	EIF2A,EIF2A,EIF2A
MSTP003	MRPL39,MRPL39
MSTP002	HHATL,HHATL
MSTP001	EIF3K,EIF3K
LRRC26	LRRC26
C10ORF89	PSTK,PSTK
BN51T	POLR3D,POLR3D
SRD5A3	SRD5A3
SRD5A2	SRD5A2
SRD5A1	SRD5A1
C10ORF80	CCDC147
C10ORF87	BTBD16,BTBD16
BYE1	DIDO1,DIO1,DIO1,DIDO1
ARMT1	C6orf211
C10ORF84	FAM204A,FAM204A
NAT1P	NAA15,NAA15
1B4	DLEU2,DLEU2
P75TNFR	TNFRSF1B,TNFRSF1B
ARC130	MED23,MED23
IGKV52	IGKV5-2
HSAMIR1323	MIR1323,MIR1323,MIR1323
LRRC25	LRRC25
RNU6457P	RNU6-457P
GGA1	GGA1
GGA3	GGA3
GGA2	GGA2
CIP150	KIAA1432
3M1	CUL7,CUL7
HHRG1	SLC48A1,SLC48A1
MATH3	NEUROD4
LMHD	PTDSS1,PTDSS1
MATH1	ATOH1,ATOH1
MRPS	MRPS7,MRPS7,RPS7,MRPS7
MATH5	ATOH7,ATOH7
FLIIAP1	LRRFIP1,LRRFIP1
FHOD1	FHOD1
FHOD2	FMNL2,FMNL2
C114	PRKRIP1,PRKRIP1
FHOD4	FMNL1,FMNL1
MIR545	MIR545
OXPAT	PLIN5,PLIN5
HIBBJ46	VBP1,VBP1,VBP1
LPTSRP1	SMG5
LPTSRP2	DNTTIP2,DNTTIP2
GJC1	GJC1
PEGASUS	IKZF5,IKZF5
HPEPT1	SLC15A1,SLC15A1
PSMB9	PSMB9
PTPOC	PTPRO,PTPRO
PSMB7	PSMB7
PSMB6	PSMB6
PSMB5	PSMB5
PSMB4	PSMB4
PSMB3	PSMB3
PSMB2	PSMB2
PSMB1	PSMB1
MIRNA136	MIR136,MIR136,MIR136
DJ1068E132	SCP2D1,SCP2D1
GWT1	PIGW,PIGW
LMBR1L	LMBR1L
D6S216	PSMB8,PSMB8
PFTK2	CDK15,CDK15
PFTK1	CDK14,CDK14
MIRN496	MIR496,MIR496,MIR496
MIRN494	MIR494,MIR494,MIR494
TRAV23DV6	TRAV23DV6
MIRN492	MIR492,MIR492
TDGF1	TDGF1
TDGF2	CR2,TDGF1
TDGF3	TDGF1
LOH3CR2A	LINC00312,LINC00312
SDR15C1	BDH2,BDH2
MIRN498	MIR498,MIR498,MIR498
MIRN499	MIR499A,MIR499A,MIR499A
TMEM16A	ANO1,ANO1
TMEM16C	ANO3,ANO3
TMEM16B	ANO2,ANO2
TMEM16E	ANO5,ANO5
TMEM16D	ANO4,ANO4
TMEM16G	ANO7,ANO7
TMEM16F	ANO6,ANO6
CYP4A22AS1	CYP4A22-AS1
TMEM16H	ANO8,ANO8
TMEM16K	ANO10,ANO10
TMEM16J	ANO9,ANO9
HST18361	MEIS2,MEIS2
EVI27	IL17RB,IL17RB
LTN1	LTN1
LINC00443	LINC00443
RNU61158P	RNU6-1158P
RNU6855P	RNU6-855P
TRIML2	TRIML2
TRIML1	TRIML1
NACC2	NACC2
VPS13D	VPS13D
CLR161	NLRC5,NLRC5
VPS13A	VPS13A
SH3KBP1	SH3KBP1
VPS13C	VPS13C
VPS13B	VPS13B
CYPIIC8	CYP2C8,CYP2C8
CYPIIC9	CYP2C9,CYP2C9
BEX5	BEX5
BEX4	BEX4
BEX3	NGFRAP1
BEX2	BEX2
LRRC21	LRIT1,LRIT1
P24TI	PI15,PI15
MIR517A	MIR517A
KIR32	KCNJ6,KCNJ6
KIR33	KCNJ9,KCNJ9
TMEM163	TMEM163
KIR31	KCNJ3,KCNJ3
TMEM165	TMEM165
TMEM164	TMEM164
KIR34	KCNJ5,KCNJ5
TMEM166	EVA1A,EVA1A
EVI2A	EVI2A
SMCCF	CCL2,CCL2
FOXN6	FOXR2,FOXR2
EVI2B	EVI2B
FOXN1	FOXN1
FOXN2	FOXN2
FOXN3	FOXN3
MUL1	MUL1
NICN1	NICN1
IFGGE	IRGC,IRGC
CRISTIN4	RSPO4,RSPO4
MIR517B	MIR517B
COL14A1	COL14A1
ZFP289	ARFGAP2,ARFGAP2
CRISTIN2	RSPO2,RSPO2
CRISTIN3	RSPO1,RSPO1
C15ORF48	C15orf48
CRI2	EID2,EID2,EID2
ZCCHC5	ZCCHC5
TAP1	TAP1
TAP3	SEC14L4,SEC14L4
TAP2	TAP2
YKR087C	OMA1,DAB1,OMA1
RNU6260P	RNU6-260P
UC001KFO1	ACTA2-AS1,ACTA2-AS1
RXFP4	RXFP4
ADCAD1	MEF2A,MEF2A
ADCAD2	LRP6,LRP6
ZCCHC4	ZCCHC4
RHK562II	RHD,RHD
RNU1106P	RNU1-106P
HRLRRP	LRRC10,LRRC10
CCOT	MAP3K8,MAP3K8
ORL1023	OR1F1,OR1F1
MIR466	hsa-mir-466
LINC00424	LINC00424
IL6DBP	CEBPB,CEBPB
NABC1	SLC4A11,BCAS1
RNF216IT1	RNF216-IT1
C3ORF19	CCDC174,CCDC174
BA422P152	C10orf90,C10orf90
HVSL1	USB1,USB1
CKLIK	CAMK1D,CAMK1,CAMK1D
RH30A	RHCE,RHCE
RNU61018P	RNU6-1018P
SERA	PHGDH,PGD,PHGDH
PHTF2	PHTF2
AGCAN	ACAN,ACAN
GCT1	ASUN,ASUN
MACROD3	GDAP2,GDAP2
MACROD2	MACROD2
MACROD1	MACROD1
SYPH1	SNCAIP,SNCAIP
P231HBP	SETD2,HIP1,SETD2
HGCLAS	LIAS,LIAS
O12	IGKV1-39,IGKV1-39,IGKV1-39
WUS	DNAJC22,DNAJC22
GPER1	GPER1
TAPS	ASPRV1,ASPRV1
MMIB	MYO1C,NMI,MYO1C
R39B	SNORD2,SNORD2
BA159H204	FOXB2,FOXB2
MMIF	MIF,GIF,MIF
RNU6808P	RNU6-808P
RN7SL317P	RN7SL317P
ADCADN	DNMT1,DNMT1
TAPA	TAPBP,TAPBP
BWR1B	SLC22A18AS,SLC22A18AS
BWR1A	SLC22A18,SLC22A18
HSU24186	RPA4,RPA4
TPT1AS1	TPT1-AS1
TAPK	SCYL1,SCYL1
CADPS1	CADPS,CAPS,CADPS
MRGPRE	MRGPRE
HSC70	HSPA8,HSPA8
HSC71	HSPA8,HSPA8
LGLL338	HRCT1,HRCT1
BA408E53	TUBA3C,TUBA3C
M6	BSG,BSG
M1	MLN,LINC00948,CHRM1
KRTAP133	KRTAP13-3
FAM64A	FAM64A
EMAC0192058	KHDC1,KHDC1
O18	IGKV1-33,IGKV1-33,IGKV1-33
M9	EIF3K,EIF3K
M8	PRNT,PRNT
LINC01217	EMCN-IT2
ODF5	RHPN1,RHPN1
LINC01216	EMCN-IT3
OST423	OR2M2,OR2M2
C3ORF15	MAATS1,MAATS1
NBLA00237	C6orf62,C6orf62
STP2	SULT1A2,SULT1A2
FAM92A1	FAM92A1
KRTAP134	KRTAP13-4
CMYC	MYC,MYC
CMYB	MYB
SYCE1	SYCE1
HIST2H3PS2	HIST2H3PS2
TP53I9	MAD1L1,MAD1L1
LMN	LMNB1,LMNB1
TP53I5	ANO9,ANO9
TP53I4	SAA1,SAA2,SAA1
TP53I7	LITAF,LITAF
TP53I6	PRODH,PRODH2,PRODH
TP53I3	TP53I3
TP53I2	GAMT,GAMT
SNORA14A	SNORA14A
5HT5A	HTR5A,HTR5A
PP14212	ASB8,ASB8
CIRL3	LPHN3
TMSL8	TMSB15A,TMSB15B,TMSB15A
CIRL1	LPHN1
XTP1	DEPDC1B,BRCC3,DEPDC1B
HDPTP	PTPN23
CEAL2	CEACAM16,CEACAM16
ME	MMP12,MME,MMP12,MMP12
MIR19721	MIR1972-1
MG	MGAM,MGA,MGAM
MIRN320C2	MIR320C2,MIR320C2,MIR320C2,MIR320C2
HCRR2	LETMD1,LETMD1
MB	MB
ML	THPO,TPO,THPO
TMEM178	TMEM178A,TMEM178A
MN	GYPA,CA9
MI	MITF,MITF
LINC00847	LINC00847
MK	MDK,MVK,ATP7A
MU	PSMA2,GSTM1,BLOC1S5,IGHM
MT	MCAT,MCAT
DUX4L5	DUX4L5
MV	VCL,VCL
HMT1	ALG1
TCF6L3	TFAM,TFAM
MS	MTR,MTR
MR	NR3C2,NR3C2
SLC18A3	SLC18A3
SLC18A2	SLC18A2
SLC18A1	SLC18A1
TCF6L2	TFAM,TFAM
HSAMIR548E	MIR548E,MIR548E
MX	MX1,MX1
HSAMIR548G	MIR548G,MIR548G
LINC00840	LINC00840
CCDC97	CCDC97
RALBP1	RALBP1
RNU7197P	RNU7-197P
EDDM6	GPR64
LINC00842	LINC00842
NBR	ARHGEF16,ARHGEF16
ZNF831	ZNF831
ZNF830	ZNF830
ZNF833	ZNF833P,ZNF833P
ZNF835	ZNF835
HPHF1	PHF1,PHF2,PHF1
ZNF836	ZNF836
ZNF839	ZNF839
ZNF838	ZNF717,ZNF717
HSAMIR1284	MIR1284,MIR1284,MIR1284
ELNR1	GLB1,EBP,GLB1
FASN2B	MECR,MECR
TSPYL	TSPYL1,TSPYL1
FASN2D	OXSM,OXSM
2HOR0202	SAP18,SAP18
PHAX	PHAX
KIF3B	KIF3B
PRO0233	AHCYL1,AHCYL1
RN7SKP296	RN7SKP296
XPLAC	XKRX,XKRX
URF2	UHRF2,UHRF2
ZNF575	ZNF575
PARK2CRG	PACRG,PACRG
RN7SL223P	RN7SL223P
HSAMIR1255A	MIR1255A,MIR1255A
SLNAC1	ASIC3,ASIC3
CPEB1	CPEB1
TUNAR	LINC00617
PHA1	SCNN1G,SCNN1G
SUGCT	C7orf10
CD312	EMR2
FAM25C	FAM25C
CD126	IL6R,IL6R
CD316	IGSF8,IGSF8
CD317	BST2,BST2
CD314	KLRK1,KLRK1
CD315	PTGFRN,PTGFRN
CD318	CDCP1,CDCP1
CD319	SLAMF7,SLAMF7
ZPBP	ZPBP
TSPY2	TSPY2
TSPY1	TSPY1
CIAGGG	NDUFB2,NDUFB2
RPC6	POLR3F,POLR3F
RPC5	POLR3E,POLR3E
RPC4	POLR3D,POLR3D
RAB33A	RAB33A
RPC2	POLR3B,POLR3B
RPC1	POLR3A,POLR3A
RAB33B	RAB33B
SLC17A4	SLC17A4
SLC17A5	SLC17A5
SLC17A6	SLC17A6
SLC17A7	SLC17A7
SLC17A1	SLC17A1
SLC17A2	SLC17A2
SLC17A3	SLC17A3
SETDB2	SETDB2
CSD3	TGFBI,TGFBI
C6ORF214	LINC00243,LINC00243
BPIL1	BPIFB2,BPIFB2
FAM25D	FAM25D
RNU61269P	RNU6-1269P
REA1	MDN1,MDN1
WASIR2	WASIR2
RNU415P	RNU4-15P
FAM130B	CSRNP1,CSRNP1,CSRNP1
B3GNT	B3GNT2,B3GNT2,B3GNT2,B3GNT1,B3GNT2
MIR12832	MIR1283-2
LSDA5	PLIN5,PLIN5
ITCH	ITCH
MIR12831	MIR1283-1
CHMP4A	CHMP4A
IGA1	IGHA1,IGHA1
CHMP4C	CHMP4C
MIRN1278	MIR1278,MIR1278,MIR1278
ECTD10A	EDAR,EDAR
LINC00440	LINC00440
IGSF9	IGSF9
FMR4	FMR1-AS1,FMR1-AS1
RNU6950P	RNU6-950P
COBLL1	COBLL1
TCRBV21S2A2	TRBV11-3,TRBV11-3,TRBV11-3
RNU417P	RNU4-17P
CF5	CXXC5,CXXC5
RNPEPL1	RNPEPL1
TMEM255A	TMEM255A
ST4	AIM1,AIM1
ST5	ST5
ST6	CD82,CD82
ST7	ST7
UPK1AAS1	UPK1A-AS1
ST1	SDCBP,SDCBP
ST2	SDCBP2,IL1RL1,SULT2A1
ST3	MMP11,MMP11
C9ORF3	C9orf3
RNU61194P	RNU6-1194P
TMEM173	TMEM173
NYSAR91	MEAF6,MEAF6
STD	ZAP70,SULT2A1
STE	SULT1E1,SULT1E1
STG	C6orf15,C6orf15
STA	EMD,EMD
ZNF309	ZKSCAN3,ZKSCAN3
STC	STC1,STC1
ZNF307	ZKSCAN4,ZKSCAN4
STM	SULT1A3,MPST,SULT1A3
STN	EEF1A2,EEF1A2
ZNF304	ZNF304
STH	STH
ZNF302	ZNF302
NTN1L	NTN1,NTN1
ZNF300	ZNF300
P114RHOGEF	ARHGEF18,ARHGEF18
ACBP	DBI,CPN2
MIR4534	MIR4534
STP	TRIP10,SULT1A1
KCNAB3	KCNAB3
STR	STATH,STATH
STS	STS
DJ90G246	C22orf42,C22orf42
ZETA	AP5Z1,PSMA5
HSAMIR363	MIR363,MIR363,MIR363
STX	ST8SIA2,ST8SIA2
STY	CLK1,ST6GALNAC3
STZ	ST3GAL4,ST3GAL4
HOXB13	HOXB13
HOKPP	KCNE3,CACNA1S
RNU61191P	RNU6-1191P
GRIM19	NDUFA13
IFT81	IFT81
TSSK4	TSSK4
IGAT	B3GNT1,B3GNT1,B3GNT6
FAP155	TCTE1,TCTE1
CARMA2	CARD14,CARD14
PPP3CA	PPP3CA
PPP3CB	PPP3CB
PPP3CC	PPP3CC
TD26	C19orf80
PEX5RP	PEX5L,PEX5L
IFMH	GIF,GIF
LIG	UBE2K,UBE2K
GPATCH8	GPATCH8
PIP3E	IPCEF1,IPCEF1
C9DUPQ2111	TJP2,TJP2
BMRP10	DAP3,DAP3,DAP3
LIM	PDLIM5,PDLIM5
RNU7143P	RNU7-143P
GPATCH9	RBM10,RBM10
NCF1	NCF1
LIT	TNFRSF10C,TNFRSF10C
1AGPAT2	AGPAT2,AGPAT2
1AGPAT1	AGPAT1,AGPAT1
LIP	SMG1,SMG1
1AGPAT6	AGPAT6
LIR	CD300C,CD300C
1AGPAT4	AGPAT4,AGPAT4
MIRN1252	MIR1252,MIR1252
1AGPAT8	LCLAT1,LCLAT1
RNU6728P	RNU6-728P
GPATCH4	GPATCH4
PLXNA3	PLXNA3
PRKA14	AKAP14,AKAP14
GPATCH2	GPATCH2
ADRA2A	ADRA2A
ADRA2B	ADRA2B
ADRA2C	ADRA2C
TEX26	TEX26
POU5F1B	POU5F1B
TEX22	TEX22
KNTC1AP	ZWILCH,ZW10
GPATCH1	GPATCH1
TEX28	TEX28
TEX29	TEX29
ADRA2R	ADRA2A,ZNF32,ADRA2A
RETCOR	DHX30,DHX30
ERP1	ZNF471,FBXO43
PBRM1	PBRM1
SM15	IFRD2,IFRD2
BA353J171	NXF2B,TCP11X1,NXF2B
PAF65A	TAF6L,TAF6L
PAF65B	TAF5L,TAF5L
PLAS1	PLA2G2A,PLA2G2A
PPGPPASE	HDDC3,HDDC3
K2P61	KCNK6,KCNK6
RPMS6	MRPS6,MRPS6,MRPS6
ZK4184	LIN37,LIN37,LIN37
QSCN6L1	QSOX2,QSOX2
XFIM	ZMYM3,ZMYM3
TLR10	TLR10
BD73	NR1D2,NR1D2
MTCH2	MTCH2
MTCH1	MTCH1
SYT1	SYT1
SYT2	SYT2
SYT3	SYT3
SYT4	SYT4
SYT5	SYT5
SYT6	SYT6
HCDC14	CDC14A,CDC14A
LI4	LIPN,LIPN
SYK	SYK
OR11138	OR4C6,OR4C6
LI1	TGM1,TGM1
TIAL1	TIAL1
LI3	CYP4F22,CYP4F22
OR11134	OR4C15,OR4C15
OR11135	OR4C16,OR4C16
OR11136	OR4C11,OR4C11
AIBZIP	CREB3L4,CREB3,CREB3L4
NHE	SLC9C1,SLC9C1
U1SNRNPBP	SNRNP35,SNRNP35
ATFB16	SCN3B,SCN3B
ZFYVE18	PLEKHF2,PLEKHF2
KISS1R	KISS1R
FUBP2	KHSRP,FBP2,KHSRP
FUBP3	FUBP3
NAT14	NAT14
FUBP1	FUBP1
ATFB14	SCN2B,SCN2B
SIAHBP1	PUF60,PUF60
AQPCD	AQP2,AQP2
ATFB15	NUP155,NUP155
SCHIP1	SCHIP1
PD04872	SLIRP,SLIRP
ATFB12	ABCC9,ABCC9
SPEGALPHA	SPEG,SPEG
SYL	SYCN,SYCN
ATFB13	SCN1B,SCN1B
ZFYVE19	ZFYVE19
MTBZF	PRDM2,PRDM2
MARCO	MARCO
SAP30	SAP30
RNU6290P	RNU6-290P
U36C	SNORD36C,SNORD36C
NBL1	NBL1
KNTC2AP	ZWINT,MIS12
GLUK1	GRIK1,GRIK1
NBL4	EPB41L4A,EPB41L4A
HSFX2	HSFX2
PAST1	EHD1,EHD1
HSFX1	HSFX1
ERBP	DNTTIP2,DNTTIP2
NET33	SCARA5,SCARA5
DRC9	IQCG,IQCG
DRC8	EFCAB2,EFCAB2
DRC7	CCDC135
SSH2L	SSH2,SSH2,SSH2
DRC5	TCTE1,TCTE1
DRC4	GAS8,GAS8
DRC3	EPS8L1,LRRC48
DRC2	CCDC65,CCDC65
DRC1	DRC1
ACCSL	ACCSL
C20ORF119	PABPC1L,PABPC1L
RBPSUHL	RBPJL,RBPJL
THANK	TNFSF13B,DTL,TNFSF13B
C20ORF113	C20orf112
SPFH1	ERLIN1,ERLIN1,ERLIN1
SPFH2	ERLIN2,ERLIN2,ERLIN2
C20ORF110	TP53INP2,TP53INP2
C20ORF117	SOGA1,SOGA1
C20ORF116	DDRGK1,DDRGK1
F8VWF	VWF,VWF
C20ORF114	BPIFB1,BPIFB1
C22ORF39	C22orf39
NCRNA00077	HAS2-AS1,HAS2-AS1
NGS17	TAPBP,TAPBP
HILPDA	HILPDA
C22ORF33	TEX33,TEX33
C22ORF32	SMDT1,SMDT1
NDPP	CARD8,CARD8
C22ORF30	PRR14L,PRR14L
C22ORF37	LINC00528,LINC00528
MARC1	MARC1
MARC2	MARC2
C22ORF34	C22orf34
ATG4C	ATG4C
SYX	PLEKHG5,PLEKHG5
METT10D	METTL16,METTL16
HIBYLCOAH	HIBCH,HIBCH
HFAF1	FAF1,FAF1
LINC00121	TTTY3,TTTY3
LINC00126	TTTY5,TTTY5
LINC00127	TTTY6,TTTY6
LINC00124	TTTY4B,TTTY4B
LINC00125	TTTY4C,TTTY4C
L2	ZACN,PPFIBP1,IGKV3-15
LINC00128	TTTY6B,TTTY6,TTTY6B
LINC00129	TTTY7,TTTY7B,TTTY7
MIR181A1HG	MIR181A1HG
GAS5AS1	GAS5-AS1
HDCMB47P	NUDT4,NUDT4
C20ORF158	DIDO1,DIO1,DIO1,DIDO1
B830021E24RIK	SIDT1,SIDT1
RNU212P	RNU2-12P
SMPD4	SMPD4
SMPD1	SMPD1
IGHV461	IGHV4-61
SMPD2	SMPD2
RNU6469P	RNU6-469P
BRIP1	BRIP1
PDE11A	PDE11A
T2BP	TIFA,TIFA
PMAT	SLC29A4,SLC29A4
PGRPIA	PGLYRP3,PGLYRP3
LBNBG	PITX1,PITX1
RNU6958P	RNU6-958P
RN7SL244P	RN7SL244P
RPTPGAMMA	PTPRG,PTPRG
ENOX	JPX,JPX
BA207C161	KIAA1432
RN5S139	RNA5SP139,RNA5SP139
ENOS	NOS3,NOS3
TTC28	TTC28
TTC29	TTC29
ZFYVE12	RUFY1,RUFY1
TTC24	TTC24
IGLV332	IGLV3-32
AILJK	COPA,COPA
TTC27	TTC27
JNK55	MAPK9,MAPK9
RN5S136	RNA5SP136,RNA5SP136
TTC22	TTC22
HSTF1	HSF1,FGF4
OR17201	OR3A3,OR3A3
MFRN1	SLC25A37,MSC,SLC25A37
MASK1	ANKHD1,ANKHD1
FUTIV	FUT4,FUT4
MASK2	ANKRD17,ANKRD17
NERI	NR1H2,NR1H2
ENO1	ENO1
ENO2	ENO2
ENO3	ENO3
ENO4	ENO4
KIAA0372	TTC37,TTC37
RNU6215P	RNU6-215P
RN7SL604P	RN7SL604P
ZADH2	ZADH2
NERF	ELF2,ELF2
CNRS7	PCDHA11,PCDHA11
CNRS6	PCDHA5,PCDHA5
U41	SNORD41,RNU4-1,SNORD41
CNRS4	PCDHA7,PCDHA7
CNRS2	PCDHA6,CNR2,PCDHA6
CNRS1	CNR1
RGPD7	RGPD6,RGPD6
HGC611	KIF25-AS1,KIF25-AS1
HNF6A	ONECUT1,ONECUT1
UPK1	UPK1B,UPK1B
CNRS8	PCDHA10,PCDHA10
CSTFP50	CSTF1,CSTF1
GRAMD9B	TBC1D9B,TBC1D9B
SUCNR1	SUCNR1
HCCDR1	LINC00261,LINC00261
ANKFY1	ANKFY1
RNU6293P	RNU6-293P
OBSCN	OBSCN
FAM209B	FAM209B
HJV	HFE2,HFE2
GP36B	LMAN2,LMAN2
SDR31E1	NSDHL,NSDHL
VAT1L	VAT1L
SRRD	SRRD
HCRII	DCXR,DCXR
RN7SL826P	RN7SL826P
MCL1	MCL1
HSCP1	SCPEP1,SCPEP1
SORBS1	SORBS1
MCM3APASB	MCM3AP-AS1,MCM3AP-AS1
SORBS3	SORBS3
SORBS2	SORBS2
UO44	CUZD1,CUZD1
ODC1	ODC1
PP1057	TSPAN9,TSPAN9
RNU6220P	RNU6-220P
IL18RAP	IL18RAP
HELN1	ELAVL2
HELS100N	CCT2,CCT2
HSAMIR1282	MIR1282,MIR1282
RNU672P	RNU6-72P
EOMES	EOMES
MIRN1909	MIR1909,MIR1909,MIR1909
BA168P81	LINC00619,LINC00619
FCTCS	ATR,ATR
RNU6217P	RNU6-217P
CMTD1F	GNB4,GNB4
MIR873	MIR873
OR631	OR10C1,OR2B6
NIIL497	HSD17B13,HSD17B13
MIR877	MIR877
OR636	OR2J3,OR2J3
MIR875	MIR875
SRRF	HNRNPLL,HNRNPLL
MIRN190B	MIR190B,MIR190B,MIR190B
OR638	OR2J2,OR2J2
PDSS2	PDSS2
C1GALT	C1GALT1,C1GALT1
HHCPA78	TXNIP,TXNIP
PDSS1	PDSS1
FBXO36IT1	FBXO36-IT1
PROHB	P4HB,P4HB
IL17RB	IL17RB
UNQ3045	CLPSL2,CLPSL2
MIR36901	MIR3690
PRO1278	SLC25A37,MSC,LYZL1
MCLC	CLCC1,CLCC1
SPINK5L2	SPINK14,SPINK14
AAKG2	PRKAG2,PRKAG2
LOMP	LMO7,LMO7
MLPLI	LIF,LIF
RN5S521	RNA5SP521,RNA5SP521
C1ORF180	C1orf180
C1ORF181	ZNHIT6,ZNHIT6
P59HCK	HCK,HCK
C1ORF183	FAM212B,FAM212B
ODCP	AZI2,ADC
SYNCAM3	CADM3,CADM3
C1ORF186	C1orf186
SYNCAM1	CADM1,CADM1
FKBP16	AIP,AIP
FKBP14	FKBP14
FKBP15	FKBP15
FKBP12	FKBP1A
FKBP13	FKBP2,FKBP2
AKGDH	OGDH,OGDH
RENT1	UPF1,UPF1
FBXO12	FBXW12,FBXW12
FBXO13	FBXL17,FBXL17
FBXO10	FBXO10
TMG3	PRRG3,PRRG3
HPK1	MAP4K1,MAP4K1
DD831	DHRS3,DHRS3
FBXO14	FBXO31,FBXO31
FKBP19	FKBP11,FKBP11
TXAS	TBXAS1,TBXAS1
SNORD94	SNORD94
VLABETA	ITGB1,ITGB1
SFTA3	SFTA3
SFTA2	SFTA2
SFTA5	CLDN18,CLDN18
MIRLET7F1	MIRLET7F1
PAXBP1AS1	PAXBP1-AS1
SNORD48	SNORD48
LY86AS	LY86-AS1
TCEB1L	SKP1,SKP1
CNGB1	CNGB1
SNORD90	SNORD90
SNORD41	SNORD41
CNGB2	CNGA4,CNGA4
